PaperID,TrialID,System,Category,Analyte,Value,SD,Unit,Significance,Location,Notes
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,microbiology,Coliforms,11.7,0.06,CFU/100mL,significant (letters d vs c),Table 2 p.6,Fish tank compartment. ⚠️MATERIAL: Results text (p.6-7) states 'Only trace amounts of E. coli and total coliforms were detected in the fish tanks (<=11.7 CFU.100mL-1)' - the 11.7 value belongs ONLY to this Coliforms row; Table 2's E. coli row is '-' (not detected) in every compartment/system (see E. coli rows below). Table 2 taken as authoritative.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,microbiology,Coliforms,6.1,0.03,CFU/100mL,ns (letters b vs b),Table 2 p.6,Biofilter compartment.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,microbiology,Coliforms,3.2,0.08,CFU/100mL,ns (letters a vs a),Table 2 p.6,Plant tank compartment.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,microbiology,Coliforms,8.2,0.01,CFU/100mL,significant (letters c vs d),Table 2 p.6,Fish tank compartment.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,microbiology,Coliforms,5.3,0.07,CFU/100mL,ns (letters b vs b),Table 2 p.6,Biofilter compartment.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,microbiology,Coliforms,4.1,0.05,CFU/100mL,ns (letters a vs a),Table 2 p.6,Plant tank compartment.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,microbiology,E. coli,ND,NR,CFU/100mL,NR,Table 2 p.6,"⚠️MATERIAL: Not detected ('-') in this or any compartment/system per Table 2, despite Results text (p.6-7) implying E. coli was detected at <=11.7 CFU/100mL (that figure belongs to Coliforms, see above). Table 2 taken as authoritative."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,microbiology,E. coli,ND,NR,CFU/100mL,NR,Table 2 p.6,Not detected ('-') in any compartment of either system.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,microbiology,E. coli,ND,NR,CFU/100mL,NR,Table 2 p.6,Not detected ('-') in any compartment of either system.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,microbiology,E. coli,ND,NR,CFU/100mL,NR,Table 2 p.6,Not detected ('-') in any compartment of either system.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,microbiology,E. coli,ND,NR,CFU/100mL,NR,Table 2 p.6,Not detected ('-') in any compartment of either system.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,microbiology,E. coli,ND,NR,CFU/100mL,NR,Table 2 p.6,Not detected ('-') in any compartment of either system.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,microbiology,Fecal enterococcus,ND,NR,CFU/100mL,NR,Table 2 p.6,Not detected ('-') in any compartment of either system.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,microbiology,Fecal enterococcus,ND,NR,CFU/100mL,NR,Table 2 p.6,Not detected ('-') in any compartment of either system.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,microbiology,Fecal enterococcus,ND,NR,CFU/100mL,NR,Table 2 p.6,Not detected ('-') in any compartment of either system.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,microbiology,Fecal enterococcus,ND,NR,CFU/100mL,NR,Table 2 p.6,Not detected ('-') in any compartment of either system.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,microbiology,Fecal enterococcus,ND,NR,CFU/100mL,NR,Table 2 p.6,Not detected ('-') in any compartment of either system.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,microbiology,Fecal enterococcus,ND,NR,CFU/100mL,NR,Table 2 p.6,Not detected ('-') in any compartment of either system.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,biochemistry,Chlorophyll a,3.34,NR,mg/g FW,"significant (text: ""biochar significantly increased the levels of Chl a...)",Results text p.7 (Fig. 4),"Absolute value stated directly in body text, not figure-only. SD not given in text (only visible as error bar in Fig. 4, not read)."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,biochemistry,Chlorophyll a,2.48,NR,mg/g FW,"significant (text: ""biochar significantly increased the levels of Chl a...)",Results text p.7 (Fig. 4),Absolute value stated directly in body text.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,biochemistry,Chlorophyll b,1.9,NR,mg/g FW,"significant (text: ""...Chl b,  and Chl T"")",Results text p.7 (Fig. 4),Absolute value stated directly in body text.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,biochemistry,Chlorophyll b,1.64,NR,mg/g FW,"significant (text: ""...Chl b,  and Chl T"")",Results text p.7 (Fig. 4),Absolute value stated directly in body text.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,biochemistry,Total chlorophyll,5.24,NR,mg/g FW,"significant (text: ""...Chl T"")",Results text p.7 (Fig. 4),Absolute value stated directly in body text.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,biochemistry,Total chlorophyll,4.12,NR,mg/g FW,"significant (text: ""...Chl T"")",Results text p.7 (Fig. 4),Absolute value stated directly in body text.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,biochemistry,Carotenoids,0.304,NR,mg/g FW,"NR (text gives direction only,  no explicit ""significant"" wording for this analyte)",Results text p.7 (Fig. 4),"Absolute value stated directly in body text (lower in biochar than clay). Text does not use the word ""significant"" for this specific comparison, unlike the chlorophylls."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,biochemistry,Carotenoids,0.516,NR,mg/g FW,"NR (text gives direction only,  no explicit ""significant"" wording for this analyte)",Results text p.7 (Fig. 4),"Absolute value stated directly in body text (highest in clay pebbles). Text does not use the word ""significant"" for this specific comparison."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,proximate,Water content,81.8,NR,%FW,"NR (text states averages without the word ""significant"")",Results text p.7 (Fig. 3b),"Absolute value stated directly in body text (81.8% biochar vs 88.7% clay), not figure-only."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,proximate,Water content,88.7,NR,%FW,"NR (text states averages without the word ""significant"")",Results text p.7 (Fig. 3b),Absolute value stated directly in body text.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,proximate,Shoot biomass (productivity),NR,NR,g/m2 (unit as shown on Fig. 3a axis - figure not used as source),"significant (text: ""exhibited significantly enhanced growth performance"")",Fig. 3a (chart only) / Results text p.7,"Figure-only per new rule: absolute g/m2 value appears ONLY in the Fig. 3a bar chart, not in text or a table, so Value=NR. Body text (p.7) states biochar shoot biomass was ""approximately 35%"" higher than clay pebbles - this relative % finding IS from text and is preserved here, but the absolute number is not extractable."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,proximate,Shoot biomass (productivity),NR,NR,g/m2 (unit as shown on Fig. 3a axis - figure not used as source),"significant (text: ""exhibited significantly enhanced growth performance"")",Fig. 3a (chart only) / Results text p.7,"Figure-only per new rule, same as biochar row: only the relative -35% (clay vs biochar) finding is text-supported; absolute value NR."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,biochemistry,Soluble protein,NR,NR,mg/g FW (unit as shown on Fig. 5a axis - figure not used as source),"significant (text: ""resulted in significantly higher protein and sugar contents"")",Fig. 5a (chart only) / Results text p.8,"Figure-only per new rule: no absolute mg/g value in text, only ""Biochar increased protein levels by approximately 26%"" (p.8). Value=NR, % difference preserved here."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,biochemistry,Soluble protein,NR,NR,mg/g FW (unit as shown on Fig. 5a axis - figure not used as source),"significant (text: ""resulted in significantly higher protein and sugar contents"")",Fig. 5a (chart only) / Results text p.8,Figure-only per new rule; only the relative -26% (clay vs biochar) finding is text-supported.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,biochemistry,Soluble sugar,NR,NR,mg/g DW (unit as shown on Fig. 5b axis - figure not used as source),"significant (text: ""resulted in significantly higher protein and sugar contents"")",Fig. 5b (chart only) / Results text p.8,"Figure-only per new rule: no absolute mg/g value in text, only ""sugar levels by around 30%"" (p.8). Value=NR, % difference preserved here."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,biochemistry,Soluble sugar,NR,NR,mg/g DW (unit as shown on Fig. 5b axis - figure not used as source),"significant (text: ""resulted in significantly higher protein and sugar contents"")",Fig. 5b (chart only) / Results text p.8,Figure-only per new rule; only the relative -30% (clay vs biochar) finding is text-supported.
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,biochemistry,MDA,NR,NR,umol/g FW (unit as shown on Fig. 6a axis - figure not used as source),"NR (text does not use the word ""significant"" for this comparison)",Fig. 6a (chart only) / Results text p.9,"Figure-only per new rule: no absolute umol/g value in text, only ""a 140% increase in MDA levels in plants grown with clay pebbles compared with...biochar"" (p.9). Value=NR, % difference preserved here."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,biochemistry,MDA,NR,NR,umol/g FW (unit as shown on Fig. 6a axis - figure not used as source),"NR (text does not use the word ""significant"" for this comparison)",Fig. 6a (chart only) / Results text p.9,Figure-only per new rule; +140% (clay vs biochar) finding is text-supported (relative only).
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,biochemistry,DPPH IC50,NR,NR,ug/mL (unit as shown on Fig. 6b axis - figure not used as source),"NR (text gives direction only,  no percentage or ""significant"" wording)",Fig. 6b (chart only) / Results text p.9,"Figure-only per new rule: text (p.9) states only that biochar-system plants ""exhibited a lower IC50 value, reflecting stronger antioxidant capacity"" - no numeric value or even a percentage is given anywhere in text. Value=NR, direction-only finding preserved here."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,biochemistry,DPPH IC50,NR,NR,ug/mL (unit as shown on Fig. 6b axis - figure not used as source),"NR (text gives direction only,  no percentage or ""significant"" wording)",Fig. 6b (chart only) / Results text p.9,"Figure-only per new rule; text only states clay IC50 is higher (weaker antioxidant capacity) than biochar,  no number."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,biochemistry,Flavonoids,NR,NR,mg CE/g DW (unit as shown on Fig. 7a axis - figure not used as source),"NR (text says ""notably higher"",  not ""significantly"")",Fig. 7a (chart only) / Results text p.9,"Figure-only per new rule: no absolute mg CE/g value in text, only ""Flavonoid content increased by 132%"" (clay vs biochar, p.9). Value=NR, % difference preserved here."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,biochemistry,Flavonoids,NR,NR,mg CE/g DW (unit as shown on Fig. 7a axis - figure not used as source),"NR (text says ""notably higher"",  not ""significantly"")",Fig. 7a (chart only) / Results text p.9,Figure-only per new rule; +132% (clay vs biochar) finding is text-supported (relative only).
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,biochemistry,Total phenols,NR,NR,mg GAE/g DW (unit as shown on Fig. 7b axis - figure not used as source),"NR (text says ""notably higher"",  not ""significantly"")",Fig. 7b (chart only) / Results text p.9,"Figure-only per new rule: no absolute mg GAE/g value in text, only ""total phenols by 20%"" (clay vs biochar, p.9). Value=NR, % difference preserved here."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,biochemistry,Total phenols,NR,NR,mg GAE/g DW (unit as shown on Fig. 7b axis - figure not used as source),"NR (text says ""notably higher"",  not ""significantly"")",Fig. 7b (chart only) / Results text p.9,Figure-only per new rule; +20% (clay vs biochar) finding is text-supported (relative only).
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T1,AP,biochemistry,Tannins,NR,NR,mg CE/g DW (unit as shown on Fig. 7c axis - figure not used as source),"NR (text says ""notably higher"",  not ""significantly"")",Fig. 7c (chart only) / Results text p.9,"Figure-only per new rule: no absolute mg CE/g value in text, only ""tannins by 25%"" (clay vs biochar, p.9). Value=NR, % difference preserved here."
ahmedImpactBiofilmSupport2026,ahmedImpactBiofilmSupport2026-T2,AP,biochemistry,Tannins,NR,NR,mg CE/g DW (unit as shown on Fig. 7c axis - figure not used as source),"NR (text says ""notably higher"",  not ""significantly"")",Fig. 7c (chart only) / Results text p.9,Figure-only per new rule; +25% (clay vs biochar) finding is text-supported (relative only).
akterComparisonIndianSpinach2025,akterComparisonIndianSpinach2025-T1,AP,mineral,Nitrogen,5.54,0.95,% dry leaf tissue,*,Table 5,Matches abstract value (5.54%)
akterComparisonIndianSpinach2025,akterComparisonIndianSpinach2025-T1,HYD,mineral,Nitrogen,3.42,0.49,% dry leaf tissue,*,Table 5,
akterComparisonIndianSpinach2025,akterComparisonIndianSpinach2025-T1,AP,mineral,Phosphorus,0.78,0.16,% dry leaf tissue,ns,Table 5,
akterComparisonIndianSpinach2025,akterComparisonIndianSpinach2025-T1,HYD,mineral,Phosphorus,0.85,0.26,% dry leaf tissue,ns,Table 5,Matches abstract value (0.85%; abstract states P higher in hydroponics)
akterComparisonIndianSpinach2025,akterComparisonIndianSpinach2025-T1,AP,mineral,Potassium,3.10,0.25,% dry leaf tissue,ns,Table 5,"WARN-MATERIAL: Abstract states 'significantly higher levels of nitrogen, potassium, and sulphur content' in aquaponics (citing this exact 3.10% figure for K), but Table 5 explicitly marks Potassium 'ns' (only N and S are starred in the table). Table 5's own significance marking is used here because it is the primary data source with a defined test (unpaired t-test, Welch's correction) and explicit */**/***/ns levels; the abstract's blanket claim appears to have mistakenly folded K in with N and S. Verify before citing as a significant result."
akterComparisonIndianSpinach2025,akterComparisonIndianSpinach2025-T1,HYD,mineral,Potassium,2.49,0.42,% dry leaf tissue,ns,Table 5,See AP row note re: abstract/table Potassium significance conflict (WARN-MATERIAL)
akterComparisonIndianSpinach2025,akterComparisonIndianSpinach2025-T1,AP,mineral,Sulphur,0.61,0.21,% dry leaf tissue,*,Table 5,Matches abstract value (0.61%)
akterComparisonIndianSpinach2025,akterComparisonIndianSpinach2025-T1,HYD,mineral,Sulphur,0.05,0.01,% dry leaf tissue,*,Table 5,
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T1,AP,proximate,Moisture,92.25,0.38,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T2,AP,proximate,Moisture,92.92,0.19,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T3,AP,proximate,Moisture,92.3,0.31,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T1,AP,proximate,Dry matter,7.75,0.38,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T2,AP,proximate,Dry matter,6.79,0.43,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T3,AP,proximate,Dry matter,7.37,0.66,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T1,AP,proximate,Ash,8.05,0.36,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T2,AP,proximate,Ash,8.36,0.76,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T3,AP,proximate,Ash,8.65,0.58,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T1,AP,proximate,Crude protein,20.11,0.87,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T2,AP,proximate,Crude protein,19.85,1.41,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T3,AP,proximate,Crude protein,19.05,1.16,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T1,AP,proximate,Crude fibre,15.1,0.39,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T2,AP,proximate,Crude fibre,13.65,0.99,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T3,AP,proximate,Crude fibre,13.67,1.77,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T1,AP,proximate,Fat,3.52,0.18,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T2,AP,proximate,Fat,3.53,0.38,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T3,AP,proximate,Fat,3.52,0.39,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T1,AP,proximate,Carbohydrate,53.23,0.62,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T2,AP,proximate,Carbohydrate,54.62,2.58,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
albloushiEffectStockingDensity2018,albloushiEffectStockingDensity2018-T3,AP,proximate,Carbohydrate,55.11,3.71,%,ns (P>0.05 across densities),"Table 11, p.38",Harvested tomato fruit; AOAC (1995) method
